route,distance
"[0, 67, 71, 85, 13, 36, 37, 32, 62, 29, 30, 84, 82, 51, 69, 46, 22, 86, 20, 21, 15, 93, 6, 9, 38, 39, 33, 42, 55, 59, 77, 80, 88, 43, 17, 61, 79, 2, 63, 48, 49, 45, 26, 58, 54, 24, 25, 1, 4, 16, 91, 92, 11, 47, 64, 70, 66, 83, 27, 23, 78, 81, 68, 74, 89, 90, 31, 94, 52, 53, 57, 44, 5, 8, 18, 14, 87, 3, 34, 41, 75, 76, 60, 56, 65, 50, 7, 12, 40, 28, 35, 10, 19, 72, 73]",35661.6
