route,distance
"[0, 92, 10, 94, 60, 63, 83, 46, 25, 4, 5, 6, 7, 90, 91, 13, 1, 87, 86, 85, 19, 20, 12, 22, 21, 14, 26, 30, 82, 81, 66, 84, 80, 65, 67, 68, 64, 70, 73, 72, 69, 71, 47, 43, 44, 45, 57, 51, 52, 53, 56, 54, 55, 58, 23, 24, 59, 77, 79, 78, 76, 74, 75, 88, 89, 61, 42, 41, 29, 34, 33, 28, 27, 32, 31, 40, 3, 39, 38, 2, 62, 37, 36, 35, 48, 49, 50, 18, 11, 17, 16, 9, 15, 8, 93]",15950.5
